priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,fda_application_record_found,fda_label_record_found,clinical_trial_record_found,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,canonical_smiles_pubchem,isomeric_smiles_pubchem,inchikey_pubchem,molecular_formula_pubchem,pubchem_assay_rows_n,pubchem_active_assay_n,pubchem_inactive_assay_n,pubchem_inconclusive_assay_n,pubchem_interpretable_assay_n,pubchem_active_fraction,cytotoxicity_keyword_assay_n,cytotoxicity_keyword_active_n,active_target_gene_ids,active_target_accessions,pubchem_safety_annotation_found,hazard_statement_codes,severe_hazard_codes,high_concern_hazard_text_flag,pubchem_safety_annotation_text_chars,pains_evaluated,pains_flag,pains_filter_matches,safety_risk_score,safety_evidence_layers_n,safety_data_completeness,hard_safety_flag,translational_nonclinical_flag,safety_screening_recommendation,safety_screening_reasons
70,2,Tier 2 — Consistent reversal,3,BRD-K62310379,fluticasone-propionate,-0.669486,-55.002747,-86.08621,3,3,0,-47.252814,-55.002747,-86.08621,-90.0,80,True,False,True,False,True,False,444036,Fluticasone Propionate,C25H31F3O5S,500.6,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF,"InChI=1S/C25H31F3O5S/c1-5-20(31)33-25(21(32)34-12-26)13(2)8-15-16-10-18(27)17-9-14(29)6-7-22(17,3)24(16,28)19(30)11-23(15,25)4/h6-7,9,13,15-16,18-19,30H,5,8,10-12H2,1-4H3/t13-,15+,16+,18+,19+,22+,23+,24+,25+/m1/s1",WMWTYOKRWGGJOA-CENSZEJFSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,True,True,FDA_LABEL_EVIDENCE_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF,WMWTYOKRWGGJOA-CENSZEJFSA-N,C25H31F3O5S,,,,,,,,,,,True,H302 | H317 | H334 | H360 | H361 | H373 | H410 | H413,H360,True,11803,True,False,,6,2,LIMITED,True,False,HIGH_RISK_DEPRIORITIZE,genotoxic/carcinogenic/reproductive-hazard annotation H360
72,2,Tier 2 — Consistent reversal,3,BRD-K33211335,dextromethorphan,-3.206483,-54.84937,-61.59202,3,3,0,-39.882624,-54.84937,-61.59202,-90.0,82,True,False,True,False,True,False,5360696,Dextromethorphan,C18H25NO,271.4,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC,"InChI=1S/C18H25NO/c1-19-10-9-18-8-4-3-5-15(18)17(19)11-13-6-7-14(20-2)12-16(13)18/h6-7,12,15,17H,3-5,8-11H2,1-2H3/t15-,17+,18+/m1/s1",MKXZASYAUGDDCJ-NJAFHUGGSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,False,True,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC,MKXZASYAUGDDCJ-NJAFHUGGSA-N,C18H25NO,825.0,77.0,136.0,19.0,213.0,0.3615023474178404,10.0,0.0,100135589.0 | 10280.0 | 116443.0 | 116444.0 | 148.0 | 1565.0 | 170796.0 | 191573.0 | 24408.0 | 24409.0 | 24410.0 | 24411.0 | 24412.0 | 24766.0 | 25053.0 | 2902.0 | 2903.0 | 2904.0 | 2905.0 | 2906.0 | 29336.0 | 3356.0 | 3357.0 | 497770.0 | 4986.0 | 4988.0 | 6532.0 | 6869.0 | 81574.0,NP_000097 | NP_000826 | NP_001020332 | O15399 | O60391 | P04774 | P04775 | P08104 | P10634 | P10635 | P25103 | P28223 | P31645 | P35348 | P35372 | P35439 | P41145 | P41595 | Q00959 | Q00960 | Q00961 | Q05586 | Q12879 | Q13224 | Q14957 | Q60492 | Q62645 | Q8TCU5 | Q8VHN2 | Q96LB1 | Q99720 | Q9R0C9 | Q9R1M7,True,H301,H301,True,37244,True,False,,6,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,acute-toxicity GHS annotation H301 | high PubChem assay promiscuity
100,2,Tier 2 — Consistent reversal,3,BRD-K83636919,entacapone,-13.299369,-53.776943,-47.76239,3,3,0,-38.279567,-47.76239,-53.776943,-90.0,110,True,False,True,False,True,False,5281081,Entacapone,C14H15N3O5,305.29,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,"InChI=1S/C14H15N3O5/c1-3-16(4-2)14(20)10(8-15)5-9-6-11(17(21)22)13(19)12(18)7-9/h5-7,18-19H,3-4H2,1-2H3/b10-5+",JRURYQJSLYLRLN-BJMVGYQFSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,JRURYQJSLYLRLN-BJMVGYQFSA-N,C14H15N3O5,922.0,51.0,422.0,110.0,473.0,0.1078224101479915,90.0,6.0,10257.0 | 1312.0 | 1551.0 | 1559.0 | 24267.0 | 2593.0 | 27232.0 | 2859.0 | 3091.0 | 3176.0 | 3315.0 | 367.0 | 4780.0 | 4837.0 | 51426.0 | 5409.0 | 54600.0 | 6850.0 | 7157.0 | 79068.0 | 84706.0 | 9734.0,AAG43026 | AAI32976 | AGS09764 | NP_000756 | NP_001308829 | NP_001531 | NP_006155 | NP_057302 | O15439 | O60656 | P04637 | P11086 | P11712 | P21964 | P22734 | P40261 | P43405 | P50135 | Q14353 | Q14749 | Q8TD30 | Q9C0B1 | Q9HC97 | QLI62812,True,H302 | H315 | H319 | H332 | H335 | H413,,False,29088,True,True,catechol_A(92),6,4,GOOD,False,False,HIGH_RISK_DEPRIORITIZE,multiple active cytotoxicity/viability assays | elevated PubChem assay promiscuity | PAINS structural alert (assay-interference risk)
101,2,Tier 2 — Consistent reversal,3,BRD-K48970916,danazol,-0.246653,-50.152992,-47.451973,3,3,0,-32.617206,-47.451973,-50.152992,-90.0,111,True,False,True,False,True,False,28417,Danazol,C22H27NO2,337.5,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,"InChI=1S/C22H27NO2/c1-4-22(24)10-8-18-16-6-5-15-11-19-14(13-23-25-19)12-20(15,2)17(16)7-9-21(18,22)3/h1,11,13,16-18,24H,5-10,12H2,2-3H3/t16-,17+,18+,20+,21+,22+/m1/s1",POZRVZJJTULAOH-LHZXLZLDSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,POZRVZJJTULAOH-LHZXLZLDSA-N,C22H27NO2,,,,,,,,,,,True,H312 | H332 | H351 | H360 | H361,H360,True,9504,True,False,,6,2,LIMITED,True,False,HIGH_RISK_DEPRIORITIZE,genotoxic/carcinogenic/reproductive-hazard annotation H360
111,2,Tier 2 — Consistent reversal,3,BRD-K74117820,nelfinavir,-1.761804,-60.5012,-44.47025,3,3,0,-35.577751,-44.47025,-60.5012,-90.0,121,True,False,True,False,True,False,64143,Nelfinavir,C32H45N3O4S,567.8,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,"InChI=1S/C32H45N3O4S/c1-21-25(15-10-16-28(21)36)30(38)33-26(20-40-24-13-6-5-7-14-24)29(37)19-35-18-23-12-9-8-11-22(23)17-27(35)31(39)34-32(2,3)4/h5-7,10,13-16,22-23,26-27,29,36-37H,8-9,11-12,17-20H2,1-4H3,(H,33,38)(H,34,39)/t22-,23+,26-,27-,29+/m0/s1",QAGYKUNXZHXKMR-HKWSIXNMSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,QAGYKUNXZHXKMR-HKWSIXNMSA-N,C32H45N3O4S,1707.0,309.0,638.0,54.0,947.0,0.3262935586061246,83.0,2.0,1128.0 | 1132.0 | 1133.0 | 140.0 | 155348.0 | 1576.0 | 1577.0 | 170848.0 | 18671.0 | 213.0 | 24660.0 | 3417.0 | 4193.0 | 4194.0 | 5243.0 | 6311.0,1OHR_A | 1OHR_B | AAI07878 | CAG38738 | NP_000729 | NP_000732 | NP_002383 | NP_002384 | NP_036257 | NP_058733 | NP_579856 | P02768 | P03367 | P04585 | P05959 | P06241 | P08183 | P08684 | P0DMS8 | P20815 | P21447 | P21452 | P21728 | P23975 | P24740 | P35372 | Q690N0 | Q72874 | Q99700 | Q9YQ12,False,,,False,0,True,False,,6,3,GOOD,False,False,HIGH_RISK_DEPRIORITIZE,repeated active cytotoxicity/viability assays | high PubChem assay promiscuity
121,2,Tier 2 — Consistent reversal,3,BRD-K50720187,flupirtine,-3.664553,-64.430565,-42.167107,3,3,0,-36.754075,-42.167107,-64.430565,-90.0,131,True,False,True,False,True,False,53276,Flupirtine,C15H17FN4O2,304.32,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,"InChI=1S/C15H17FN4O2/c1-2-22-15(21)19-12-7-8-13(20-14(12)17)18-9-10-3-5-11(16)6-4-10/h3-8H,2,9H2,1H3,(H,19,21)(H3,17,18,20)",JUUFBMODXQKSTD-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,JUUFBMODXQKSTD-UHFFFAOYSA-N,C15H17FN4O2,627.0,72.0,286.0,100.0,358.0,0.2011173184357542,88.0,7.0,10951.0 | 115.0 | 1565.0 | 1576.0 | 2099.0 | 2139.0 | 2593.0 | 27232.0 | 2744.0 | 3091.0 | 3176.0 | 3785.0 | 3786.0 | 4837.0 | 5409.0 | 56479.0 | 5743.0 | 58819.0 | 5999.0 | 6472.0 | 6850.0 | 7157.0 | 7421.0 | 84706.0 | 9132.0 | 956584.0 | 956586.0,2O23_A | 2O23_B | AAC35244 | AAH38507 | AAP88778 | ABC94591 | CAQ07474 | NP_000097 | NP_001017535 | NP_001020332 | NP_001119587 | NP_001120700 | NP_005235 | NP_059488 | NP_742107 | O43525 | O43526 | O60503 | P03372 | P11086 | P13699 | P21964 | P34897 | P35354 | P40261 | P43405 | P50135 | P56696 | Q14353 | Q14749 | Q8TD30 | Q9NR82,True,H302 | H332,,False,5177,True,False,,6,4,GOOD,False,False,HIGH_RISK_DEPRIORITIZE,multiple active cytotoxicity/viability assays | moderate PubChem assay promiscuity
128,2,Tier 2 — Consistent reversal,3,BRD-K61269089,daphnetin,-12.690028,-43.49672,-40.86435,3,3,0,-32.350366,-40.86435,-43.49672,-90.0,138,True,False,True,False,True,False,5280569,Daphnetin,C9H6O4,178.14,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,"InChI=1S/C9H6O4/c10-6-3-1-5-2-4-7(11)13-9(5)8(6)12/h1-4,10,12H",ATEFPOUAMCWAQS-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,ATEFPOUAMCWAQS-UHFFFAOYSA-N,C9H6O4,709.0,66.0,379.0,142.0,445.0,0.148314606741573,61.0,17.0,11201.0 | 115.0 | 1544.0 | 1551.0 | 2237.0 | 246.0 | 28989.0 | 3320.0 | 3326.0 | 4170.0 | 51426.0 | 5423.0 | 5566.0 | 5567.0 | 5568.0 | 814112.0 | 956584.0 | 956586.0 | 956592.0,1DE9_A | 2ISV_A | 2W2I_A | AAC52118 | AAD14062 | ACA62796 | CAA52898 | CAQ07474 | CAQ08732 | NP_000752 | NP_000756 | NP_001273728 | NP_002681 | NP_004102 | NP_005339 | NP_009126 | NP_057302 | O60503 | P00533 | P09992 | P13699 | P17612 | P22612 | P22694 | Q07820 | XP_001349989,True,H315 | H319,,False,6263,True,True,catechol_A(92),6,4,GOOD,False,False,HIGH_RISK_DEPRIORITIZE,multiple active cytotoxicity/viability assays | elevated PubChem assay promiscuity | PAINS structural alert (assay-interference risk)
38,2,Tier 2 — Consistent reversal,3,BRD-A17448384,beclometasone,-25.780113,-66.75397,-69.12497,3,3,0,-53.886351,-66.75397,-69.12497,-90.0,48,True,False,True,False,True,False,20469,Beclomethasone,C22H29ClO5,408.9,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C,"InChI=1S/C22H29ClO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15-,16-,17-,19-,20-,21-,22-/m0/s1",NBMKJKDGKREAPL-DVTGEIKXSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,False,True,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C,NBMKJKDGKREAPL-DVTGEIKXSA-N,C22H29ClO5,1858.0,57.0,1306.0,105.0,1363.0,0.0418195157740278,112.0,1.0,1080.0 | 1551.0 | 1559.0 | 1565.0 | 1576.0 | 2100.0 | 2101.0 | 2908.0 | 3091.0 | 3553.0 | 367.0 | 5241.0 | 59350.0 | 6850.0 | 7468.0 | 811941.0 | 84385.0 | 8856.0,AAD47214 | AAI32976 | AAP88778 | AAV31779 | ABB72139 | ABI96208 | ADP91253 | ADZ17378 | ADZ17384 | AGS09764 | ANW61984 | EDM11231 | NP_000483 | NP_000567 | NP_000756 | NP_001019265 | NP_001138884 | NP_001191194 | O96028 | P04150 | P43405 | Q9HBX9 | QLI62812 | XP_001348533,True,H317 | H360 | H361 | H373,H360,True,10452,True,False,,7,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,genotoxic/carcinogenic/reproductive-hazard annotation H360 | active cytotoxicity/viability assay signal
62,2,Tier 2 — Consistent reversal,3,BRD-K89708791,rifaximin,-4.756871,-57.855515,-79.764694,3,3,0,-47.459027,-57.855515,-79.764694,-90.0,72,True,False,True,False,True,False,6436173,Rifaximin,C43H51N3O11,785.9,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,"InChI=1S/C43H51N3O11/c1-19-14-16-46-28(18-19)44-32-29-30-37(50)25(7)40-31(29)41(52)43(9,57-40)55-17-15-27(54-10)22(4)39(56-26(8)47)24(6)36(49)23(5)35(48)20(2)12-11-13-21(3)42(53)45-33(34(32)46)38(30)51/h11-18,20,22-24,27,35-36,39,48-51H,1-10H3,(H,45,53)/b12-11+,17-15+,21-13-/t20-,22+,23+,24+,27-,35-,36+,39+,43-/m0/s1",NZCRJKRKKOLAOJ-XRCRFVBUSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,NZCRJKRKKOLAOJ-XRCRFVBUSA-N,C43H51N3O11,443.0,21.0,27.0,13.0,48.0,0.4375,16.0,1.0,134.0 | 151.0 | 1814.0 | 2030.0 | 4985.0 | 5743.0 | 6850.0 | 7468.0 | 8856.0,O75469 | O96028 | P18089 | P30542 | P35354 | P35462 | P41143 | P43405 | Q99808,True,H312 | H332 | H335 | H361,,True,9255,True,False,,7,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,high-concern PubChem safety annotation text | active cytotoxicity/viability assay signal | high PubChem assay promiscuity
90,2,Tier 2 — Consistent reversal,3,BRD-K44094599,tacrolimus,-29.489483,-56.31352,-49.776443,3,3,0,-45.193149,-49.776443,-56.31352,-90.0,100,True,False,True,False,True,False,445643,Tacrolimus,C44H69NO12,804.0,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,"InChI=1S/C44H69NO12/c1-10-13-31-19-25(2)18-26(3)20-37(54-8)40-38(55-9)22-28(5)44(52,57-40)41(49)42(50)45-17-12-11-14-32(45)43(51)56-39(29(6)34(47)24-35(31)48)27(4)21-30-15-16-33(46)36(23-30)53-7/h10,19,21,26,28-34,36-40,46-47,52H,1,11-18,20,22-24H2,2-9H3/b25-19+,27-21+/t26-,28+,29+,30-,31+,32-,33+,34-,36+,37-,38-,39+,40+,44+/m0/s1",QJJXYPPXXYFBGM-LFZNUXCKSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,False,True,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N,C44H69NO12,,,,,,,,,,,True,H301 | H361 | H372,H301 | H372,True,35594,True,False,,7,2,LIMITED,True,False,HIGH_RISK_DEPRIORITIZE,acute-toxicity GHS annotation H301 | specific-organ-toxicity GHS annotation H372
116,2,Tier 2 — Consistent reversal,3,BRD-K54472332,elvitegravir,-19.859804,-70.96349,-43.57873,3,3,0,-44.800675,-43.57873,-70.96349,-90.0,126,True,False,True,False,True,False,5277135,Elvitegravir,C23H23ClFNO5,447.9,CC(C)C(CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,CC(C)[C@@H](CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,"InChI=1S/C23H23ClFNO5/c1-12(2)19(11-27)26-10-16(23(29)30)22(28)15-8-14(20(31-3)9-18(15)26)7-13-5-4-6-17(24)21(13)25/h4-6,8-10,12,19,27H,7,11H2,1-3H3,(H,29,30)/t19-/m1/s1",JUZYLCPPVHEVSV-LJQANCHMSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,False,True,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CC(C)C(CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,CC(C)[C@@H](CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,JUZYLCPPVHEVSV-LJQANCHMSA-N,C23H23ClFNO5,545.0,165.0,68.0,97.0,233.0,0.7081545064377682,57.0,30.0,1489834.0 | 2879.0 | 43740568.0 | 56339.0 | 6850.0 | 7468.0,ACA62796 | AMB37292 | O96028 | P05961 | P36969 | P43405 | P59594 | Q7ZJM1 | Q86U44,True,H400 | H410 | H411 | H412,,False,6403,True,False,,7,4,GOOD,False,False,HIGH_RISK_DEPRIORITIZE,multiple active cytotoxicity/viability assays | high PubChem assay promiscuity
124,2,Tier 2 — Consistent reversal,3,BRD-K51575138,TPCA-1,-12.225554,-43.639847,-41.93349,3,3,0,-32.59963,-41.93349,-43.639847,-90.0,134,True,False,True,False,True,False,9903786,Tpca-1,C12H10FN3O2S,279.29,C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F,C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F,"InChI=1S/C12H10FN3O2S/c13-7-3-1-6(2-4-7)9-5-8(10(14)17)11(19-9)16-12(15)18/h1-5H,(H2,14,17)(H3,15,16,18)",SAYGKHKXGCPTLX-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F,C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F,SAYGKHKXGCPTLX-UHFFFAOYSA-N,C12H10FN3O2S,1037.0,137.0,119.0,41.0,256.0,0.53515625,64.0,49.0,10013.0 | 3106.0 | 3456.0 | 3551.0 | 5610.0 | 6850.0 | 7468.0 | 956584.0 | 956586.0 | 956592.0,3QFV_A | ACA62796 | BAC78637 | BAC78638 | NP_001547 | O14920 | O60674 | O96028 | P01574 | P09992 | P13699 | P19525 | P43405 | Q9UBN7,True,H302 | H319,,False,5779,True,False,,7,4,GOOD,False,False,HIGH_RISK_DEPRIORITIZE,multiple active cytotoxicity/viability assays | high PubChem assay promiscuity
